attributes.databaseEngine,attributes.deploymentOption,attributes.usagetype,attributes.regionCode,attributes.instanceType,attributes.instanceFamily,attributes.vcpu,attributes.clockSpeed,attributes.physicalProcessor,attributes.memory,attributes.storage,attributes.networkPerformance,attributes.processorArchitecture,attributes.databaseEdition,attributes.licenseModel,attributes.instanceTypeFamily,attributes.normalizationSizeFactor,attributes.dedicatedEbsThroughput,attributes.enhancedNetworkingSupported,attributes.processorFeatures,pricePerUnit
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5b.8xl,us-west-2,db.r5b.8xlarge,Memory optimized,32,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5b,64,2500 Mbps,Yes,,4.7360000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.8xl,us-west-2,db.r6gd.8xlarge,Memory optimized,32,,AWS Graviton2,256 GiB,1 x 1900 NVMe SSD,10 Gigabit,64-bit,,No license required,R6GD,192,,,,11.5580000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m5.12xl,us-west-2,db.m5.12xlarge,General purpose,48,2.5 GHz,Intel Xeon Platinum 8175,192 GiB,EBS Only,10 Gigabit,64-bit,,No license required,M5,96,6000 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",4.2720000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.m6g.2xl,us-west-2,db.m6g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,32,,,,1.2720000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.xl,us-west-2,db.r6g.xlarge,Memory optimized,4,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,8,,,,0.5190000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.m6i.16xl,us-west-2,db.m6i.16xlarge,General purpose,64,,Intel Xeon Scalable Ice Lake,256 GiB,EBS Only,25 Gbps,x86,,No license required,M6i,256,,,,11.3920000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.large,us-west-2,db.x2g.large,Memory optimized,2,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,8,,,,0.6520000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.16xl,us-west-2,db.r6g.16xlarge,Memory optimized,64,,AWS Graviton2,512 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R6G,128,,,,8.3060000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.large,us-west-2,db.r5d.large,Memory optimized,2,,Intel Xeon Platinum 8175,16 GiB,1 x 75 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,R5d,12,,,,0.8040000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5b.16xl,us-west-2,db.r5b.16xlarge,Memory optimized,64,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,512 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R5b,128,5000 Mbps,Yes,,9.4720000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.m5.12xl,us-west-2,db.m5.12xlarge,General purpose,48,2.5 GHz,Intel Xeon Platinum 8175,192 GiB,EBS Only,10 Gigabit,64-bit,,No license required,M5,192,6000 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",8.5440000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.12xl,us-west-2,db.r5b.12xlarge,Memory optimized,48,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,384 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5b,192,3750 Mbps,Yes,,14.2080000000
MySQL,Single-AZ,USW2-InstanceUsage:db.t4g.small,us-west-2,db.t4g.small,General purpose,2,,AWS Graviton2,2 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,1,,,,0.0320000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.m5.16xl,us-west-2,db.m5.16xlarge,General purpose,64,,Intel Xeon Platinum 8175,256 GiB,EBS Only,20 Gigabit,64-bit,,No license required,M5,256,,,,10.9400000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.12xl,us-west-2,db.r5d.12xlarge,Memory optimized,48,,Intel Xeon Platinum 8175,384 GiB,2 x 900 NVMe SSD,10 Gbps,64-bit,,No license required,R5d,288,,,,19.2960000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.large,us-west-2,db.r6gd.large,Memory optimized,2,,AWS Graviton2,16 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,R6GD,12,,,,0.7220000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.24xl,us-west-2,db.r6i.24xlarge,Memory optimized,96,,Intel Xeon Scalable Ice Lake,768 GiB,EBS Only,37.5 Gbps,x86,,No license required,R6i,384,,,,23.0400000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r5.16xl,us-west-2,db.r5.16xlarge,Memory optimized,64,,Intel Xeon Platinum 8175,512 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R5,256,,,,16.0000000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5b.large,us-west-2,db.r5b.large,Memory optimized,2,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,4,156 Mbps,Yes,,0.2960000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.m6g.2xl,us-west-2,db.m6g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,32,,,,1.2160000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m5d.4xl,us-west-2,db.m5d.4xlarge,General purpose,16,,Intel Xeon Platinum 8175,64 GiB,2 x 300 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,M5d,96,,,,4.6800000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m6g.12xl,us-west-2,db.m6g.12xlarge,General purpose,48,,AWS Graviton2,192 GiB,EBS Only,12 gigabit,64-bit,,No license required,M6G,96,,,,3.6480000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.x2g.16xlarge,us-west-2,db.x2g.16xlarge,Memory optimized,64,,AWS Graviton2,1024 GiB,EBS Only,25 Gigabit,64-bit,,No license required,X2G,128,,,,10.4320000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.8xl,us-west-2,db.r6g.8xlarge,Memory optimized,32,,AWS Graviton2,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R6G,64,,,,3.5970000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.large,us-west-2,db.r6i.large,Memory optimized,2,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,8,,,,0.5000000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.16xl,us-west-2,db.r6g.16xlarge,Memory optimized,64,,AWS Graviton2,512 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R6G,128,,,,7.1940000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.24xl,us-west-2,db.r5d.24xlarge,Memory optimized,96,,Intel Xeon Platinum 8175,768 GiB,4 x 900 NVMe SSD,25 Gbps,64-bit,,No license required,R5d,576,,,,38.5920000000
MySQL,Single-AZ,USW2-InstanceUsage:db.t3.small,us-west-2,db.t3.small,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),2 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,1,,,,0.0340000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.r5.24xl,us-west-2,db.r5.24xlarge,Memory optimized,96,Up to 3.1 GHz,Intel Xeon Platinum 8175,768 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R5,192,14000 Mbps,Yes,,13.9200000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.8xl,us-west-2,db.r5d.8xlarge,Memory optimized,32,,Intel Xeon Platinum 8175,256 GiB,2 x 600 NVMe SSD,10 Gbps,64-bit,,No license required,R5d,192,,,,12.8640000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.4xl,us-west-2,db.r6i.4xlarge,Memory optimized,16,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,32,,,,2.0000000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.r5.4xl,us-west-2,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,32,3500 Mbps,Yes,,2.3200000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m5d.24xl,us-west-2,db.m5d.24xlarge,General purpose,96,,Intel Xeon Platinum 8175,384 GiB,4 x 900 NVMe SSD,25 Gbps,64-bit,,No license required,M5d,576,,,,28.0800000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.m6i.12xl,us-west-2,db.m6i.12xlarge,General purpose,48,,Intel Xeon Scalable Ice Lake,192 GiB,EBS Only,18.75 Gbps,x86,,No license required,M6i,192,,,,8.2080000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.16xl,us-west-2,db.r5b.16xlarge,Memory optimized,64,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,512 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R5b,256,5000 Mbps,Yes,,18.9440000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.t3.small,us-west-2,db.t3.small,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),2 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,2,,,,0.0720000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.8xl,us-west-2,db.r5.8xlarge,Memory optimized,32,,Intel Xeon Platinum 8175,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,64,,,,4.0000000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5.xl,us-west-2,db.r5.xlarge,Memory optimized,4,Up to 3.1 GHz,Intel Xeon Platinum 8175,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,8,Up to 3500 Mbps,Yes,,0.4800000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.m5.large,us-west-2,db.m5.large,General purpose,2,2.5 GHz,Intel Xeon Platinum 8175,8 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M5,8,Up to 2120 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",0.3560000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r6i.2xl,us-west-2,db.r6i.2xlarge,Memory optimized,8,,Intel Xeon Scalable Ice Lake,64 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,16,,,,0.9600000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.16xl,us-west-2,db.r6i.16xlarge,Memory optimized,64,,Intel Xeon Scalable Ice Lake,512 GiB,EBS Only,25 Gbps,x86,,No license required,R6i,256,,,,16.0000000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.8xlarge,us-west-2,db.x2g.8xlarge,Memory optimized,32,,AWS Graviton2,512 GiB,EBS Only,12 gigabit,64-bit,,No license required,X2G,128,,,,10.4320000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.t4g.2xlarge,us-west-2,db.t4g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,32,,,,1.0340000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.4xlarge,us-west-2,db.x2g.4xlarge,Memory optimized,16,,AWS Graviton2,256 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,64,,,,5.2160000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.xl,us-west-2,db.r6gd.xlarge,Memory optimized,4,,AWS Graviton2,32 GiB,1 x 237 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,R6GD,24,,,,1.4450000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r6g.4xl,us-west-2,db.r6g.4xlarge,Memory optimized,16,,AWS Graviton2,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,32,,,,1.7180000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.8xl,us-west-2,db.r6i.8xlarge,Memory optimized,32,,Intel Xeon Scalable Ice Lake,256 GiB,EBS Only,12.5 Gbps,x86,,No license required,R6i,128,,,,8.0000000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.r5.12xl,us-west-2,db.r5.12xlarge,Memory optimized,48,Up to 3.1 GHz,Intel Xeon Platinum 8175,384 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,96,7000 Mbps,Yes,,6.9600000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m6g.2xl,us-west-2,db.m6g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,16,,,,0.6080000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.large,us-west-2,db.r6i.large,Memory optimized,2,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,4,,,,0.2900000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.t3.2xl,us-west-2,db.t3.2xlarge,General purpose,8,,Intel Skylake E5 2686 v5 (2.5 GHz),32 GiB,EBS Only,Moderate,64-bit,,No license required,T3,32,,,,1.0880000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.large,us-west-2,db.r6gd.large,Memory optimized,2,,AWS Graviton2,16 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,R6GD,12,,,,0.7220000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.12xlarge,us-west-2,db.x2g.12xlarge,Memory optimized,48,,AWS Graviton2,768 GiB,EBS Only,20 Gigabit,64-bit,,No license required,X2G,192,,,,15.6480000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.2xl,us-west-2,db.r6i.2xlarge,Memory optimized,8,,Intel Xeon Scalable Ice Lake,64 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,16,,,,1.1600000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5.8xl,us-west-2,db.r5.8xlarge,Memory optimized,32,,Intel Xeon Platinum 8175,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,64,,,,3.8400000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m5.16xl,us-west-2,db.m5.16xlarge,General purpose,64,,Intel Xeon Platinum 8175,256 GiB,EBS Only,20 Gigabit,64-bit,,No license required,M5,128,,,,5.6960000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5b.4xl,us-west-2,db.r5b.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,32,1250 Mbps,Yes,,2.3680000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5.large,us-west-2,db.r5.large,Memory optimized,2,Up to 3.1 GHz,Intel Xeon Platinum 8175,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,4,Up to 3500 Mbps,Yes,,0.2400000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.2xl,us-west-2,db.r5.2xlarge,Memory optimized,8,Up to 3.1 GHz,Intel Xeon Platinum 8175,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,16,Up to 3500 Mbps,Yes,,1.0000000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m5.8xl,us-west-2,db.m5.8xlarge,General purpose,32,,Intel Xeon Platinum 8175,128 GiB,EBS Only,10 Gigabit,64-bit,,No license required,M5,64,,,,2.7400000000
MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.16xlarge,us-west-2,db.x2g.16xlarge,Memory optimized,64,,AWS Graviton2,1024 GiB,EBS Only,25 Gigabit,64-bit,,No license required,X2G,128,,,,10.4320000000
MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.12xlarge,us-west-2,db.x2g.12xlarge,Memory optimized,48,,AWS Graviton2,768 GiB,EBS Only,20 Gigabit,64-bit,,No license required,X2G,96,,,,7.8240000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.12xlarge,us-west-2,db.x2g.12xlarge,Memory optimized,48,,AWS Graviton2,768 GiB,EBS Only,20 Gigabit,64-bit,,No license required,X2G,96,,,,9.0480000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5.4xl,us-west-2,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,32,3500 Mbps,Yes,,1.9200000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.2xlarge,us-west-2,db.x2g.2xlarge,Memory optimized,8,,AWS Graviton2,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,32,,,,2.6080000000
PostgreSQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.r6gd.16xl,eu-west-1,db.r6gd.16xlarge,Memory optimized,64,,AWS Graviton2,512 GB,2 x 1900 NVMe SSD,25 Gigabit,64-bit,,No license required,R6GD,384,,,,25.8820000000
MySQL,Single-AZ,EU-InstanceUsage:db.t3.medium,eu-west-1,db.t3.medium,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),4 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,2,,,,0.0720000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.x2g.8xlarge,eu-west-1,db.x2g.8xlarge,Memory optimized,32,,AWS Graviton2,512 GiB,EBS Only,12 gigabit,64-bit,,No license required,X2G,64,,,,6.2560000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.r5d.2xl,eu-west-1,db.r5d.2xlarge,Memory optimized,8,,Intel Xeon Platinum 8175,64 GiB,1 x 300 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,R5d,48,,,,3.5890000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.r6g.xl,eu-west-1,db.r6g.xlarge,Memory optimized,4,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,8,,,,0.5040000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.m6g.large,eu-west-1,db.m6g.large,General purpose,2,,AWS Graviton2,8 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,4,,,,0.1760000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.r6i.16xl,eu-west-1,db.r6i.16xlarge,Memory optimized,64,,Intel Xeon Scalable Ice Lake,512 GiB,EBS Only,25 Gbps,x86,,No license required,R6i,256,,,,16.9600000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.r6i.2xl,eu-west-1,db.r6i.2xlarge,Memory optimized,8,,Intel Xeon Scalable Ice Lake,64 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,32,,,,2.1200000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m6gd.12xl,eu-west-1,db.m6gd.12xlarge,General purpose,48,,AWS Graviton2,192 GiB,2 x 1425 NVMe SSD,12 gigabit,64-bit,,No license required,M6GD,288,,,,13.8530000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m5d.large,eu-west-1,db.m5d.large,General purpose,2,,Intel Xeon Platinum 8175,8 GiB,1 x 75 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,M5d,12,,,,0.6480000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m6gd.xl,eu-west-1,db.m6gd.xlarge,General purpose,4,,AWS Graviton2,16 GiB,1 x 237 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,M6GD,24,,,,1.1540000000
PostgreSQL,Multi-AZ,EU-Multi-AZUsage:db.r5.8xl,eu-west-1,db.r5.8xlarge,Memory optimized,32,,Intel Xeon Platinum 8175,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,128,,,,8.9600000000
PostgreSQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.r5d.large,eu-west-1,db.r5d.large,Memory optimized,2,,Intel Xeon Platinum 8175,16 GiB,1 x 75 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,R5d,12,,,,0.8970000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.m6i.8xl,eu-west-1,db.m6i.8xlarge,General purpose,32,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,12.5 Gbps,x86,,No license required,M6i,128,,,,6.0480000000
MySQL,Single-AZ,EU-InstanceUsage:db.m6i.xl,eu-west-1,db.m6i.xlarge,General purpose,4,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,8,,,,0.3780000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.m6g.2xl,eu-west-1,db.m6g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,16,,,,0.7040000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.r5d.16xl,eu-west-1,db.r5d.16xlarge,Memory optimized,64,,Intel Xeon Platinum 8175,512 GiB,4 x 600 NVMe SSD,20 Gbps,64-bit,,No license required,R5d,384,,,,28.7100000000
Aurora PostgreSQL,Single-AZ,EU-InstanceUsage:db.t3.medium,eu-west-1,db.t3.medium,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),4 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,2,,,,0.0880000000
PostgreSQL,Multi-AZ,EU-Multi-AZUsage:db.x2g.2xlarge,eu-west-1,db.x2g.2xlarge,Memory optimized,8,,AWS Graviton2,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,32,,,,3.1280000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.m6g.16xl,eu-west-1,db.m6g.16xlarge,General purpose,64,,AWS Graviton2,256 GiB,EBS Only,25 Gigabit,64-bit,,No license required,M6G,128,,,,5.6310000000
PostgreSQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.r6gd.2xl,eu-west-1,db.r6gd.2xlarge,Memory optimized,8,,AWS Graviton2,64 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,R6GD,48,,,,3.2350000000
Aurora PostgreSQL,Single-AZ,EU-InstanceUsage:db.r6i.large,eu-west-1,db.r6i.large,Memory optimized,2,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,4,,,,0.3200000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.m5.4xl,eu-west-1,db.m5.4xlarge,General purpose,16,2.5 GHz,Intel Xeon Platinum 8175,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M5,64,2120 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",3.0240000000
PostgreSQL,Multi-AZ,EU-Multi-AZUsage:db.m6g.large,eu-west-1,db.m6g.large,General purpose,2,,AWS Graviton2,8 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,8,,,,0.3520000000
MySQL,Single-AZ,EU-InstanceUsage:db.t4g.xlarge,eu-west-1,db.t4g.xlarge,General purpose,4,,AWS Graviton2,16 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,8,,,,0.2770000000
PostgreSQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m5d.xl,eu-west-1,db.m5d.xlarge,General purpose,4,,Intel Xeon Platinum 8175,16 GiB,1 x 150 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,M5d,24,,,,1.2960000000
MySQL,Single-AZ,EU-InstanceUsage:db.t4g.small,eu-west-1,db.t4g.small,General purpose,2,,AWS Graviton2,2 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,1,,,,0.0350000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.r6i.32xl,eu-west-1,db.r6i.32xlarge,Memory optimized,128,,Intel Xeon Scalable Ice Lake,1024 GiB,EBS Only,50 Gbps,x86,,No license required,R6i,512,,,,33.9200000000
Aurora PostgreSQL,Single-AZ,EU-InstanceUsage:db.r6g.large,eu-west-1,db.r6g.large,Memory optimized,2,,AWS Graviton2,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,4,,,,0.2860000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.m6i.8xl,eu-west-1,db.m6i.8xlarge,General purpose,32,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,12.5 Gbps,x86,,No license required,M6i,64,,,,3.1520000000
PostgreSQL,Single-AZ,EU-InstanceUsage:db.r6g.8xl,eu-west-1,db.r6g.8xlarge,Memory optimized,32,,AWS Graviton2,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R6G,64,,,,4.0280000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m5d.4xl,eu-west-1,db.m5d.4xlarge,General purpose,16,,Intel Xeon Platinum 8175,64 GiB,2 x 300 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,M5d,96,,,,5.1840000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.t4g.small,eu-west-1,db.t4g.small,General purpose,2,,AWS Graviton2,2 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,2,,,,0.0690000000
MySQL,Multi-AZ,EU-Multi-AZUsage:db.m6g.2xl,eu-west-1,db.m6g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,32,,,,1.3440000000
PostgreSQL,Multi-AZ,EU-Multi-AZUsage:db.t4g.medium,eu-west-1,db.t4g.medium,General purpose,2,,AWS Graviton2,4 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,4,,,,0.1380000000
PostgreSQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m6gd.4xl,eu-west-1,db.m6gd.4xlarge,General purpose,16,,AWS Graviton2,64 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,M6GD,96,,,,4.6180000000
PostgreSQL,Multi-AZ,EU-Multi-AZUsage:db.r6i.4xl,eu-west-1,db.r6i.4xlarge,Memory optimized,16,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,64,,,,4.4800000000
MySQL,Multi-AZ (readable standbys),EU-Multi-AZClusterUsage:db.m5d.12xl,eu-west-1,db.m5d.12xlarge,General purpose,48,,Intel Xeon Platinum 8175,192 GiB,2 x 900 NVMe SSD,12 Gbps,64-bit,,No license required,M5d,288,,,,15.5520000000
